text,target
"From: wiml@stein2.u.washington.edu (William Lewis) Subject: Re: Abyss--breathing fluids Organization: University of Washington Lines: 33 NNTP-Posting-Host: stein2.u.washington.edu  loss@fs7.ECE.CMU.EDU (Doug Loss) writes: >Besides the mechanical problems of moving so dense a medium in oan out >of the lungs (diaphragm fatigue, etc.), is there likely to be a problem >with the mixture?  I mean, since the lungs never expel all the air in >them, the inhaled air has to mix pretty quickly with the residual air in >the lungs to provide a useful partial pressure of oxygen, right?  Would >this mixing be substantially faster/slower at the pressures we're >talking about?    There was an interesting article in Scientific American some time ago about breathing liquid. (It was a few months before _The Abyss_ came out.) As far as I can remember, they mentioned three things that were difficult to do at once with a substitute breathing fluid:   - low viscosity --- if it's too difficult to force the fluid in & out      of the lungs, you can't extract enough oxygen to power your own     breathing effort (let alone anything else)    - diffusion rate --- obviously, not all the air in your lungs is     expelled when you breathe out; and the part that isn't expelled     is the part that's nearest the walls of the alveoli. (alveolus?)     So the trip from the blood vessels to the new air has to be done     by diffusion of the gas through the fluid. Apparently oxygen     tends to diffuse more readily than CO2, so even if you can get enough     oxygen in, you might not be able to get enough CO2 out.    - oxygen/CO2 capacity --- you have to be able to dissolve enough     gas per unit volume.     Oh, and of course, your new breathing fluid must not irritate the lungs or interfere with their healing or anything like that...   -- Wim Lewis, wiml@u.washington.edu ",2
"From: pmy@vivaldi.acc.virginia.edu (Pete Yadlowsky) Subject: Re: Who's next?  Mormons and Jews? Organization: University of Virginia Lines: 14  John Berryhill, Ph.D. writes  >I don't know who's next, but I hope it's people who pick their noses >while driving.    umm, please don't lump us all together. It's those blatant, fundamentalist pickers that give the rest of us a bad name. Some of us try very hard to be discreet and stay alert.  -- Peter M. Yadlowsky              |  Wake! The sky is light! Academic Computing Center       | Let us to the Net again... University of Virginia          |    Companion keyboard. pmy@Virginia.EDU                |                      - after Basho ",3
"From: brian@lpl.arizona.edu (Brian Ceccarelli 602/621-9615) Subject: Re: Is it good that Jesus died? Organization: Lunar & Planetary Laboratory, Tucson AZ. Lines: 110  Jesus:  >     ""This is the verdict:  Light has come into the world, but >     men loved darkness instead of light because their deeds >     are evil.  Everyone who does evil hates the light, and will >     not come into the light for fear that his deeds will be  >     exposed.""  Kent Sandvik says:  >It seems we are dealing with a black-and-white interpretation. >Brian, are you subtly accusing me of evil things because I never >saw the light? However, this is even more confusing because >I even admit that I don't like the situation where I'm not  >informed.  Black and white.  A spade is a spade.  There is no hidden agenda behind this, so stop trying to look for one.   It is an easy and as straight forward as it reads.  Kent, I am not accusing you of evil things.  Jesus is accusing you. And it is not only you that He is accusing.  He is accusing everyone. Me, you and everyone in the world is guilty.  Whether one sees the light or does not seen the light has nothing to do with  whether we do evil things.  We do them regardless.    Jesus uses the word ""men"".  I am included.  Jesus is not soloing you out. Jesus is making a general statement about out the sad state of man. Christians are not immuned from doing evil things.  A Christian  is just a person in whom the Holy Spirit indwells.  A Christian  can see the evil he is doing--because his evil has been brought out into the light.  Jesus is not saying that just because evil has been exposed, that the Christian will stop doing evil.  If you haven't seen Jesus's light, your evil deeds simply haven't been exposed to the His light.  You may shed some light on your own.  Your human spirit shines at perhaps 1 candela.  But the Holy Spirit shines at a Megacandela.  The Holy Spirit can shine light into places inside us where we didn't even know existed.   So do you see Jesus's point?  Christians are not perfect.  Nonchristians are not perfect.  Nonchristians do not want to come into the Light of Jesus because they will see all the problems in their lives, and they will not like the sight.  It is an ugly thing to see how far we have fallen from Jesus's perspective.  Do you think you want to know how really ignorant you are?  Do you think Brian Kendig wants to know?  Do you think I want to know?  Ego verses the truth, which do you choose?  >I'm watching the news about a man who saw the light, and made >sure that the 19 children burned to death as part of his insight >into the light. I don't think the world is that simple. And if  >you act in such ways when you are enlighted, then I'm a happy >man and I pray I will never receive such 'light'.  And I watched Koresh too, an imposter who thought he saw the light,  who made sure that the 19 children burned to death, sadly, as part of his delusion.  It is even sadder that the people who died with him chose to die with them, and that ignorance was their downfall to death.   And Kent, don't you bury yourself underneath a rock with an excuse like bringing up Koresh--as if Koresh actually had truth in him. David Koresh was no light and no excuse for you to stay away from the real Jesus Christ.  David Koresh, who claimed to be Jesus, was a fraud.  It was obvious.  David Koresh was born in America. Jesus was born in Bethlehem.  Koresh wasn't even a good imposter having missed an obvious point as that.  Jesus warned of such imposters in the end-times.  David Koresh wasn't anything new to Jesus.  Jesus told us to be aware of imposters 2000 years ago.    So the next time an imposter makes a scene and claims to be Jesus.  Ask the obvious.  Where were you born?  Was your mother's name Mary?  If the Branch Davidians asked that simple question, they would have labeled Koresh a liar right from the start.  The wouldn't have followed Koresh. They wouldn't have died.  But look what happened.  Their ignorance cost them their lives.  Their choice to be ignorant cost them a lot.  Kent, since you studied the Bible under Lutheranism, do you not remember what tactic Satan used to try to tempt Jesus?   Did not Satan quote the Bible out of context?  Do you remember what tactic the serpent of Genesis used to tempt Eve?  Did he not misquote God?  What Satan used on Eve and succeeded,  was the same ploy he tried on Jesus.  But in Jesus's case, Jesus rebuked Satan back with the Bible _in_ context.  It didn't work with Jesus.    Does what Satan did to Eve in the Garden and what Satan tried to do with Jesus in the desert remind you of what Koresh did to his followers?  Who did Koresh emulate? Who was Koresh's teacher?  Koresh did to his followers what Satan did to Eve.  Did not Koresh kill his followersr?  Did not Satan cause Adam and Eve to die as well?  Did not the cult followers believe Koresh even though they knew the real Christ was born in Bethlehem?   Did not Eve choose to eat from the tree of the knowledge of good and evil despite knowing that it would cause her death?  God held them all responsible--deceiver and the rebeller.  None  of them had an excuse.    As opposed to the Branch Davidians, we have a second chance. Follow Jesus and he will escort us to the path of eternal life. Don't follow Jesus, and you stand condemned already, for like the Branch Davidian complex, your house is already on fire. Satan, Adam and Eve have already set it ablaze.   It is just a slow burn, but it is burning nevertheless. ",3
"From: sandvik@newton.apple.com (Kent Sandvik) Subject: Re: A KIND and LOVING God!! Organization: Cookamunga Tourist Bureau Lines: 20  In article <1993Apr20.143754.643@ra.royalroads.ca>, mlee@post.RoyalRoads.ca (Malcolm Lee) wrote: > I understand and sympathize with your pain.  What happened in Waco was a very > sad tradgedy.  Don't take it out on us Christians though.  The Branch > Davidians were not an organized religion.  They were a cult led by a ego-maniac > cult leader.  The Christian faith stands only on the shoulders of one man, > the Lord of Lords and King of Kings, Jesus Christ.   BTW, David Koresh was NOT > Jesus Christ as he claimed.  The interesting notion is that (I watched TV tonight) Koresh never claimed officially to be Jesus Christ. His believers hoped that  he would be, but he never took this standpoint himself.  He was more interested in breaking the seven seals of Revelation, and make sure that Armageddon would start. Well it did, and 19 children died, and no God saved them.  Kent --- sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net. ",3
"From: prb@access.digex.com (Pat) Subject: Re: Stephen Hawking Tours JPL Organization: Express Access Online Communications USA Lines: 23 Distribution: world NNTP-Posting-Host: access.digex.net Keywords: JPL  In article <23APR199317325771@kelvin.jpl.nasa.gov> baalke@kelvin.jpl.nasa.gov (Ron Baalke) writes: >     Using a model of Mars Observer, Albee spent several minutes >describing the project and the spacecraft's features. In answer >to a question from Hawking, Chahine described a proposed >drag-free satellite, but confirmed that at this point, ""it's only >a concept."" Chahine, who had met Hawking at Caltech about five   Too bad they didn't  give him a tour of the CGRO data?  I think he'd be fascinated by the Gamma ray bursters.  The mind of hawking might even propose a mechanism.   SO what's a drag free satellite?   coated with WD-40?  carries an aluminum-gold  set of grateful dead albums?   inquiring minds want to know?  And why would MO  carry any features for being drag free?  I thought aero-braking was a possible MO  experimental activity?  pat  ",2
"From: phoenix.Princeton.EDU!carlosn (Carlos G. Niederstrasser) Subject: Re: Jemison on Star Trek Originator: news@nimaster Nntp-Posting-Host: chroma.princeton.edu Organization: Princeton University Lines: 33  In article <1993Apr20.142747.1@aurora.alaska.edu> nsmca@aurora.alaska.edu   writes: > In article <C5sB3p.IB9@fs7.ece.cmu.edu>, loss@fs7.ECE.CMU.EDU (Doug Loss)   writes: > >    I saw in the newspaper last night that Dr. Mae Jemison, the first > > black woman in space (she's a physician and chemical engineer who flew > > on Endeavour last year) will appear as a transporter operator on the > > ""Star Trek: The Next Generation"" episode that airs the week of May 31. > > It's hardly space science, I know, but it's interesting. > >  > > Doug Loss >  >  > Interesting is rigth.. I wonder if they will make a mention of her being an > astronaut in the credits.. I think it might help people connect the future   of > space with the present.. And give them an idea that we must go into space.. >    A transporter operator!?!?  That better be one important transport.  Usually   it is a nameless ensign who does the job.  For such a guest appearance I would   have expected a more visible/meaningful role.  --- --------------------------------------------------------------------- | Carlos G. Niederstrasser        |  Only two things are infinite,  | | Princeton Planetary Society     |      the universe and human     | |                                 |   stupidity, and I'm not sure   | |                                 |   about the former. - Einstein  | | carlosn@phoenix.princeton.edu   |---------------------------------| | space@phoenix.princeton.edu     |    Ad Astra per Ardua Nostra    | --------------------------------------------------------------------- ",2
From: aad@scr.siemens.com (Anthony A. Datri) Subject: Re: Nice gif code Nntp-Posting-Host: lovecraft.siemens.com Organization: Siemens Weyland-Yutani Lines: 7  >There is a thing called xgif  xgif is the grandfather of XV.  --   ======================================================================8--< ,1
"From: zyeh@caspian.usc.edu (zhenghao yeh) Subject: Re: Need polygon splitting algo... Organization: University of Southern California, Los Angeles, CA Lines: 25 Distribution: world NNTP-Posting-Host: caspian.usc.edu Keywords: polygons, splitting, clipping   In article <1qvq4b$r4t@wampyr.cc.uow.edu.au>, g9134255@wampyr.cc.uow.edu.au (Coronado Emmanuel Abad) writes: |>  |> The idea is to clip one polygon using another polygon (not |> necessarily rectangular) as a window.  My problem then is in |> finding out all the new vertices of the resulting ""subpolygons"" |> from the first one.  Is this simply a matter of extending the |> usual algorithm whereby each of the edges of one polygon is checked |> against another polygon???  Is there a simpler way?? |>  |> Comments welcome. |>  |> Noel.  	It depends on what kind of the polygons.  	Convex - simple, concave - trouble, concave with loop(s) 	inside - big trouble.  	Of cause, you can use the box test to avoid checking 	each edges. According to my experience, there is not 	a simple way to go. The headache stuff is to deal with 	the special cases, for example, the overlapped lines.  	Yeh 	USC ",1
"From: ingles@engin.umich.edu (Ray Ingles) Subject: Re: Concerning God's Morality (was: Americans and Evolution) Organization: University of Michigan Engineering, Ann Arbor Lines: 110 Distribution: world NNTP-Posting-Host: syndicoot.engin.umich.edu  In article <1993Apr2.155057.808@batman.bmd.trw.com> jbrown@batman.bmd.trw.com writes: [why do babies get diseases, etc.] >What God did create was life according to a protein code which is >mutable and can evolve.  Without delving into a deep discussion of >creationism vs evolutionism,   Here's the (main) problem. The scenario you outline is reasonably  consistent, but all the evidence that I am familiar with not only does not support it, but indicates something far different. The Earth, by latest estimates, is about 4.6 billion years old, and has had life for about 3.5 billion of those years. Humans have only been around for (at most) about 200,000 years. But, the fossil evidence inidcates that life has been changing and evolving, and, in fact, disease-ridden, long before there were people. (Yes, there are fossils that show signs of disease... mostly bone disorders, of course, but there are some.) Heck, not just fossil evidence, but what we've been able to glean from genetic study shows that disease has been around for a long, long time. If human sin was what brought about disease (at least, indirectly, though necessarily) then how could it exist before humans?  >                             God created the original genetic code >perfect and without flaw.  And without getting sidetracked into >the theological ramifications of the original sin, the main effect >of the so-called original sin for this discussion was to remove >humanity from God's protection since by their choice A&E cut >themselves off from intimate fellowship with God.  In addition, their >sin caused them to come under the dominion of Satan, who then assumed >dominion over the earth... [deletions] >Since humanity was no longer under God's protection but under Satan's >dominion, it was no great feat for Satan to genetically engineer >diseases, both bacterial/viral and genetic.  Although the forces of >natural selection tend to improve the survivability of species, the >degeneration of the genetic code tends to more than offset this.     Uh... I know of many evolutionary biologists, who know more about biology than you claim to, who will strongly disagree with this. There is no evidence that the human genetic code (or any other) 'started off' in perfect condition. It seems to adapt to its envionment, in a collective sense. I'm really curious as to what you mean by 'the degeneration of the genetic code'.  >Human DNA, being more ""complex"", tends to accumulate errors adversely >affecting our well-being and ability to fight off disease, while the  >simpler DNA of bacteria and viruses tend to become more efficient in  >causing infection and disease.  It is a bad combination.   Umm. Nah, we seem to do a pretty good job of adapting to viruses and bacteria, and they to us. Only a very small percentage of microlife is harmful to humans... and that small percentage seems to be reasonalby constant in size, but the ranks keep changing. For example, bubonic plague used to be a really nasty disease, I'm sure you'll agree. But it still pops up from time to time, even today... and doesn't do as much damage. Part of that is because of better sanitation, but even when people get the disease, the symptoms tend to be less severe than in the past. This seems to be partly because people who were very susceptible died off long ago, and because the really nasty variants 'overgrazed', (forgive the poor terminology, I'm an engineer, not a doctor! :-> ) and died off for lack of nearby hosts.  I could be wrong on this, but from what I gather acne is only a few hundred years old, and used to be nastier, though no killer. It seems to be getting less nasty w/age...  >                                                          Hence >we have newborns that suffer from genetic, viral, and bacterial >diseases/disorders.   Now, wait a minute. I have a question. Humans were created perfect, right? And, you admit that we have an inbuilt abiliy to fight off disease. It seems unlikely that Satan, who's making the diseases, would also gift humans with the means to fight them off. Simpler to make the diseases less lethal, if he wants survivors. As far as I can see, our immune systems, imperfect though they may (presently?) be, must have been built into us by God. I want to be clear on this: are you saying that God was planning ahead for the time when Satan would be in charge by building an immune system that was not, at the time of design, necessary? That is, God made our immune systems ahead of time, knowing that Adam and Eve would sin and their descendents would need to fight off diseases?  >This may be more of a mystical/supernatural explanation than you >are prepared to accept, but God is not responsible for disease. >Even if Satan had nothing to do with the original inception of >disease, evolution by random chance would have produced them since >humanity forsook God's protection.   Here's another puzzle. What, exactly, do you mean by 'perfect' in the phrase, 'created... perfect and without flaw'? To my mind, a 'perfect' system would be incapable of degrading over time. A 'perfect' system that will, without constant intervention, become imperfect is *not* a perfect system. At least, IMHO.  Or is it that God did something like writing a masterpiece novel on a bunch of gum wrappers held together with Elmer's glue? That is, the original genetic 'instructions' were perfect, but were 'written' in inferior materials that had to be carefully tended or would fall apart? If so, why could God not have used better materials?  Was God *incapable* of creating a system that could maintain itself, of did It just choose not to?  [deletions] >In summary, newborns are innocent, but God does not cause their suffering.   My main point, as I said, was that there really isn't any evidence for the explanation you give. (At least, that I'm aware of.) But, I couldn't help making a few nitpicks here and there. :->  Sincerely,  Ray Ingles                  || The above opinions are probably                             || not those of the University of ingles@engin.umich.edu      || Michigan. Yet. ",0
"From: billj@b11.b11.ingr.com (Bill Jones) Subject: Re: Need specs/info on Apple QuickTime Keywords: quicktime Organization: Intergraph Corp. Huntsville, AL Lines: 16  add@sciences.sdsu.edu (James D. Murray) writes:  >I need to get the specs, or at least a very verbose interpretation of the >specs, for QuickTime.  Technical articles from magazines and references to >books would be nice too.  >I also need the specs in a format usable on a Unix or MS-DOS system.  I can't >do much with the QuickTime stuff they have on ftp.apple.com in its present >format.  Apple just released the Quicktime volume of the new Inside Macintosh series. Any bookstore with reasonable technical stock should have it.  Bill Jones billj@beowulf.b11.ingr.com  ",1
"From: I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau) Subject: Re: free moral agency and Jeff Clark Organization: Technical University Braunschweig, Germany Lines: 30  In article <healta.136.734813153@saturn.wwc.edu> healta@saturn.wwc.edu (TAMMY R HEALY) writes:   (Deletion) >You also said,""Why did millions suffer for what Adam and Ee did?  Seems a >pretty sick way of going about creating a universe..."" > >I'm gonna respond by giving a small theology lesson--forgive me, I used >to be a theology major. >First of all, I believe that this planet is involved in a cosmic struggle-- >""the Great Controversy betweed Christ and Satan"" (i borrowed a book title). >God has to consider the interests of the entire universe when making >decisions. (Deletion)   An universe it has created. By the way, can you tell me why it is less tyrannic to let one of one's own creatures do what it likes to others? By your definitions, your god has created Satan with full knowledge what would happen - including every choice of Satan.   Can you explain us what Free Will is, and how it goes along with omniscience? Didn't your god know everything that would happen even before it created the world? Why is it concerned about being a tyrant when noone would care if everything was fine for them? That the whole idea comes from the possibility to abuse power, something your god introduced according to your description?     By the way, are you sure that you have read the FAQ? Especially the part about preaching?    Benedikt ",0
"From: henry@zoo.toronto.edu (Henry Spencer) Subject: Re: japanese moon landing? Organization: U of Toronto Zoology Lines: 21  In article <1qnb9tINN7ff@rave.larc.nasa.gov> C.O.EGALON@LARC.NASA.GOV (CLAUDIO OLIVEIRA EGALON) writes: >> there is no such thing as a stable lunar orbit > >Is it right??? That is new stuff for me. So it means that  you just can  >not put a sattellite around around the Moon for too long because its  >orbit will be unstable??? If so, what is the reason??? Is that because  >the combined gravitacional atraction of the Sun,Moon and Earth  >that does not provide a stable  orbit around the Moon???  Any lunar satellite needs fuel to do regular orbit corrections, and when its fuel runs out it will crash within months.  The orbits of the Apollo motherships changed noticeably during lunar missions lasting only a few days.  It is *possible* that there are stable orbits here and there -- the Moon's gravitational field is poorly mapped -- but we know of none.  Perturbations from Sun and Earth are relatively minor issues at low altitudes.  The big problem is that the Moon's own gravitational field is quite lumpy due to the irregular distribution of mass within the Moon. --  All work is one man's work.             | Henry Spencer @ U of Toronto Zoology                     - Kipling           |  henry@zoo.toronto.edu  utzoo!henry ",2
"From: geb@cs.pitt.edu (Gordon Banks) Subject: Re: [lds] Gordon's Objections Reply-To: geb@cs.pitt.edu (Gordon Banks) Organization: Univ. of Pittsburgh Computer Science Lines: 38  In article <C5rp8K.Kw2@acsu.buffalo.edu> psyrobtw@ubvmsb.cc.buffalo.edu (Robert Weiss) writes: >Gordon Banks quoted and added... > >gb> In article <C53L1s.D61@acsu.buffalo.edu> >gb>  psyrobtw@ubvmsd.cc.buffalo.edu (Robert Weiss) writes: >gb> >gb> >The Mormon Jesus is the spirit brother of Lucifer. That Jesus is God >gb> >the Father's first born spirit child. That Jesus was begotten on earth >gb> >through natural means, not by the Holy Ghost. That He sweat His blood >gb> >for our sins in the Garden of Gethsemane. That His blood cannot >gb> >cleanse from all sin. That He is now among many millions of other >gb> >gods. That Jesus is Jehovah and the Father is Elohim (in the OT >gb> >Jehovah and Elohim are the same). That He needed to be saved. >gb>   It is true that Mormons believe that all spirits (including Jesus, Lucifer, Robert Weiss) are in the same family.  It does not mean that Jesus was created, but rather that Lucifer and Robert Weiss were not.  I agree that this is a ""heresy"".  So what?   The sweating of blood in Gethsemene is not a basic Mormon doctrine.  Jesus did not perform the atonement in Getheseme alone, as some anti-Mormons are trying to teach.   As far as the ""unpardonable sin"" whatever that is, it is Biblical, and not specifically Mormon.  It is also called the sin against the Holy Ghost.  Most Bible scholars (other than conservative ones) do not believe Jehovah and Elohim were always the same. I'm sure you've heard of the J and the E texts?  I don't know what you mean by ""That He needed to be saved"".  Jesus? Jehovah?  Elohim?  In Mormon doctrine, Jesus was sinless, and thus did not ""need to be saved"".     --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""  ---------------------------------------------------------------------------- ",3
"From: nicho@vnet.IBM.COM (Greg Stewart-Nicholls) Subject: Re: Vandalizing the sky. Reply-To: nicho@vnet.ibm.com Disclaimer: This posting represents the poster's views, not those of IBM News-Software: UReply 3.1 X-X-From: nicho@vnet.ibm.com             <C5y4t7.9w3@news.cso.uiuc.edu> Lines: 9  In <C5y4t7.9w3@news.cso.uiuc.edu> George F. Krumins writes: >It is so typical that the rights of the minority are extinguished by the >wants of the majority, no matter how ridiculous those wants might be.  Umm, perhaps you could explain what 'rights' we are talking about here ..  ----------------------------------------------------------------- Greg Nicholls ...         : Vidi nicho@vnet.ibm.com or     : Vici nicho@olympus.demon.co.uk : Veni ",2
"From: Mark.Prado@p2.f349.n109.z1.permanet.org (Mark Prado) Subject: Conference on Manned Lunar Exploration.  May 7  Crystal City Lines: 25  Reply address: mark.prado@permanet.org   > From: higgins@fnalf.fnal.gov (Bill Higgins-- Beam Jockey)  >  > In article <1993Apr19.230236.18227@aio.jsc.nasa.gov>,  > daviss@sweetpea.jsc.nasa.gov (S.F. Davis) writes:  > > |> AW&ST  had a brief blurb on a Manned Lunar Exploration  > confernce> |> May 7th  at Crystal City Virginia, under the  > auspices of AIAA.  >  > Thanks for typing that in, Steven.  >  > I hope you decide to go, Pat.  The Net can use some eyes  > and ears there...  I plan to go.  It's about 30 minutes away from my home. I can report on some of it (from my perspective ...) Anyone else on sci.space going to be there?  If so, send me netmail.  Maybe we can plan to cross paths briefly... I'll maintain a list of who's going.  mark.prado@permanet.org   * Origin: Just send it to bill.clinton@permanet.org (1:109/349.2) ",2
"From: andrey@cco.caltech.edu (Andre T. Yew) Subject: Re: 16 million vs 65 thousand colors Organization: California Institute of Technology, Pasadena Lines: 28 NNTP-Posting-Host: punisher.caltech.edu  d9hh@dtek.chalmers.se (Henrik Harmsen) writes:  >1-4 bits per R/G/B gives horrible machbanding visible in almost any picture.  >5 bits per R/G/B (32768, 65000 colors) gives visible machbanding  >color-gradient picture has _almost_ no machbanding. This color-resolution is   >see some small machbanding on the smooth color-gradient picture, but all in all, >There _ARE_ situiations where you get visible mach-banding even in >a 24 bit card. If >you create a very smooth color gradient of dark-green-white-yellow >or something and turn >up the contrast on the monitor, you will probably see some mach-banding.      While I don't mean to damn Henrik's attempt to be helpful here, he's using a common misconception that should be corrected.      Mach banding will occur for any image.  It is not the color quantization you see when you don't have enough bits.  It is the human eye's response to transitions or edges between intensities. The result is that colors near the transistion look brighter on the brighter side and darker on the darker side.  --Andre  --               Andre Yew andrey@cco.caltech.edu (131.215.139.2) ",1
"From: ETRAT@ttacs1.ttu.edu (Pack Rat) Subject: Shuttle Launch Question X-Added: Forwarded by Space Digest Organization: [via International Space University] Original-Sender: isu@VACATION.VENARI.CS.CMU.EDU Distribution: sci Lines: 16  There has been something bothering me while watching NASA Select for a while.  Well, I should'nt say bothering, maybe wondering would be better.  When they are going to launch they say (sorry but I forget exactly who is saying what, OTC to PLT I think) ""Clear caution & warning memory.  Verify no unexpected errors. ..."".  I am wondering what an ""expected error"" might be.  Sorry if this is a really dumb question, but inquiring minds just gotta know............  Yeah, yeah, I know, its those dumb cosmospheres again! ============================================================= Randy Padgett, Supervisor      BITNET   : ETRAT@TTACS         Academic Computing Facilities  Internet : ETRAT@TTACS.TTU.EDU  Texas Tech University          THEnet   : TTACS::ETRAT         Lubbock, TX 79409-42042  (806) 742-3653   FAX (806) 742-1755 ",2
"From: ST002649@brownvm.brown.edu (Alex Gottschalk) Subject: Re: 666, THE NUMBER OF THE BEAST, VIEWER DISCR Organization: Brown University - Providence, Rhode Island  USA Lines: 15 NNTP-Posting-Host: brownvm.brown.edu X-News-Software: BNN via BNN_POST v1.0 beta  In article <C4J571.K3D@rice.edu>, swaim@owlnet.rice.edu (Michael Parks Swaim) said: >Posted on 27 Mar 1993 at 00:16:13 by Michael Parks Swaim >In article <C4HIM1.BrF@cs.psu.edu> jdh@math.psu.edu (Jeremy D Hall) writes: >>Well, I *WILL* do the math, and I get:  (6^6)^6=2,189,739,336 >> >>This mean anything to anyone?  :^)  5*1=5 thus fitting in neatly with something else. _________________________________________________________________________ º...and everything under the sun is in tune...    º ""What was Jabba the º ºnd the sun is eclipsed by the moon.""             º  Hut smoking?""      º º                           --Pink Floyd          º         --Alex      º º                             ""Eclipse""           º           curious   º º_________________________________________________º_____________________º ",3
"From: sandvik@newton.apple.com (Kent Sandvik) Subject: Re: 14 Apr 93   God's Promise in 1 John 1: 7 Organization: Cookamunga Tourist Bureau Lines: 17  In article <1qknu0INNbhv@shelley.u.washington.edu>, > Christian:  washed in the blood of the lamb. > Mithraist:  washed in the blood of the bull. >  > If anyone in .netland is in the process of devising a new religion, > do not use the lamb or the bull, because they have already been > reserved.  Please choose another animal, preferably one not > on the Endangered Species List.    This will be a hard task, because most cultures used most animals for blood sacrifices. It has to be something related to our current post-modernism state. Hmm, what about used computers?  Cheers, Kent --- sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net. ",3
"Subject: Re: Christian Daemons? [Biblical Demons, the u From: stigaard@mhd.moorhead.msus.edu Reply-To: stigaard@mhd.moorhead.msus.edu Organization: Moorhead State University, Moorhead, MN Nntp-Posting-Host: 134.29.97.2 Lines: 23  >>>667 >>>the neighbor of the beast >> >>No, 667 is across the street from the beast.  664 and 668 are the >>neighbors of the beast. > >I think some people are still not clear on this: >667 is *not* the neighbor of the beast, but, rather, across the >street. It is, in fact, 668 which is the neighbor of the beast.  no, sheesh, didn't you know 666 is the beast's apartment?  667 is across the hall from the beast, and is his neighbor along with the rest of the 6th floor.  >Justin (still trying to figure out what this has to do with alt.discordia)  This doesn't seem discordant to you?  -----------------------     ----------------------     ----------------------- 	-Paul W. Stigaard, Lokean Discordian Libertarian   !XOA!		internet:  stigaard@mhd1.moorhead.msus.edu  (fnord)       Episkopos and Chair, Moorhead State University Campus Discordians 		Rectal neufotomist at large      ""If I left a quote here, someone would think it meant something."" ",3
"From: ralph.buttigieg@f635.n713.z3.fido.zeta.org.au (Ralph Buttigieg) Subject: Commercial point of view Organization: Fidonet. Gate admin is fido@socs.uts.edu.au Lines: 29  Original to: szabo@techbook.com G'day szabo@techbook.com  29 Mar 93 07:28, szabo@techbook.com wrote to All:   sc> szabo@techbook.com (Nick Szabo), via Kralizec 3:713/602   sc> Here are some longer-term markets to consider:  Here are some more:  * Terrestrial illumination from orbiting mirrors.  * World enviroment and disaster monitering system. (the Japanese have already developed a plan for this, called WEDOS) Although this may be more of a ""public good"".  * Space tourism.  * Energy relay satellites  ta  Ralph  --- GoldED 2.41  * Origin: VULCAN'S WORLD - Sydney Australia (02) 635-6797  3:713/6 (3:713/635)  ",2
"From: dickeney@access.digex.com (Dick Eney) Subject: Re: Swastika (was: Hitler - pagan or Christian?) Organization: Express Access Online Communications, Greenbelt, MD USA Lines: 6 NNTP-Posting-Host: access.digex.net  RE: Red, wwhite, and black, the colors of the Imperial German war-flag --  Go further back still.  There are +XVIII Prussian drinking songs celebrating the red, the white and the black -- the colors, as Fletcher Pratt points out, of blood and iron. -- Diccon Frankborn ",3
"From: bil@okcforum.osrhe.edu (Bill Conner) Subject: Re: Allah Akbar and Praise the Lord. Nntp-Posting-Host: okcforum.osrhe.edu Organization: Okcforum Unix Users Group X-Newsreader: TIN [version 1.1 PL6] Lines: 15  Maddi Hausmann (madhaus@netcom.com) wrote: :  : And thank the Lord that Bill Connor has returned to set : us straight!  Now I know I can die happy when my Lexus : SE400 wipes out on that rain-slick curve in 1997.  The : rest of you had best straighten up, because your time  : is even more limited.  Most of you are going in the Flu : of 1994.  Maddi,  You know you're glad to have me visit ... But I won't stay long this time, just shopping around.  Bill ",0
"Subject: Re: islamic authority over women From: livesey@solntze.wpd.sgi.com (Jon Livesey) Organization: sgi NNTP-Posting-Host: solntze.wpd.sgi.com Lines: 11  In article <1993Apr3.214741.14026@ultb.isc.rit.edu>, snm6394@ultb.isc.rit.edu (S.N. Mozumder ) writes: > > My claim is that a person that committs a crime doesn't believe in  > God, for the moment that the crime is committed, at least, whether  > they are originally believers or not.  To believe is to do good.   > Your statistics indicate people that have declared atheism.  And doubtless, when an atheist does an act of charity they temporarily become a Baptist.  jon.  ",0
